Kommune,Jahr,Name der Beteiligung,Ausschuss,Thema,Beschlussempfehlung,Begründung,Änderungen,Antragsteller W,Antragsteller M,Antragsteller D,im Ausschuss genehmigt,im Rat genehmigt,AGS,Einwohnerzahl,stärkste Fraktion,Schulform,Bundesland,Klassenstufe,urban/ländlich,Status in echt,Anmerkungen,Ansprechpartner
Kamen,2024,Pimp Your Town!,"Schule, Sport",Einführung von Schulsportteams,"Der Rat möge beschließen, dass Schulsportteams eingeführt werden.","Es sollten Schulsportteams eigeführt werden, weil dort das Miteinander mit anderen Mitschüler:innen gestärkt wird und Schüler:innen für Sport motiviert werden. Anschließend wird bei Mannschaftssportarten der Teamgeist und die Teamfähigkeit gefördert. Außerdem entsteht ein gesunder sportlicher Ehrgeiz.","Zusammengelegt mit TOP 12 im Ausschuss: Der Rat möge beschließen, dass mehr Freizeitangebote wie z.B. Kochkurse oder Sport-AGs an Schulen angeboten werden.",,,,ja,ja,05978020,43058,SPD,,Nordrhein-Westfalen,,ländlich,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Mehr Mülleimer,"Der Rat möge beschließen, dass mehr Mülleimer in Laatzen aufgestellt werden (z.B. an Bahn- und Bushaltestellen, in Bus und Bahnen, an Straßen, an Spielplätzen usw.). Man könnte sie an Ampeln bauen.","Weil wir Müll an Wegen und Straßen größtenteils vermeiden wollen, damit die Stadt sauber bleibt.","Zusammengelegt mit TOPs 5, 6, 7 und 10",,,,,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Solarbetriebene Straßenlaternen,"Der Rat möge beschließen, dass auf den Straßenlaternen Solarplatten angebracht werden. Die Solarplatten können dann tagsüber aufladen und die Energie speichern. So können die Laternen ihren eigenen Strom erzeugen.","Wir beantragen dies, da wir etwas zum Naturschutz beitragen wollen. Außerdem können so auch dort Straßenlaternen angebracht werden, wo man aus Platztgründen keine Kabel verlegen kann oder kein Stromanschluss in der Nähe/möglich ist.",,,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Mehr Wege für Hunde,"Der Rat möge beschließen, dass es mehr Wege für Hunde gibt, weil die Hunde kaum frei sind und immer mit Leine rumlaufen und ich finde das blöd, da die Hunde ihre Freiheit brauchen und deswegen bräuchte man Wege wie im Park der Sinne, wo die frei rum laufen können.","Hunde sollen nicht wie im Gefängnis leben, die sollen auch frei leben wie wir Menschen und deswegen brauchen wir Wege für Hunde, die frei laufen können.",,,,,ja,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Renovierung der Block/Hochhäuser,"Der Rat möge beschließen, dass Renovierungen von Block/Hochhäusern in der gesamten Stadt stattfinden. Außerdem sollten die Hochhäuser auf Sicherheit geprüft werden und bei Bedarf modernisiert werden.",Aufgrund der Unsicherheit in den Blocks sollen diese renoviert werden. Auch die Modernisierung und Ästhetik in den Blöcken ist zu verbessern.,Antrag zurückgezogen,,,,zurückgezogen,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Gestaltung und Verschönerung des Straßenbildes,"Der Rat möge beschließen, dass mehr öffentliche Sitzmöglichkeiten und Mülleimer platziert werden. Diese werden von Schüler*innen künstlerisch gestaltet. Die Straßen werden durch Bäume und Pflanzen begrünt. Es sollen Wildblumenwiesen für Insekten entstehen, zudem Bänke und Tische zum Entspannen und Picknicken kommen.","Das Thema ist sehr wichtig für das Klima und die Umwelt, da mehr Pflanzen gepflanzt werden und dadurch die Erhaltung der Insekten gefördert wird. Außerdem trägt die Verschönerung der Stadt zum Wohlbefinden der Bürger*innen bei. Mehr Mülleimer werden benötigt, um die Straßen sauberer zu halten, was zudem auch zum Umweltschutz beiträgt. Durch das kreative Gestalten öffentlicher Gegenstände und Gebäude wird eine schöne Aktivität für Kinder geboten und die Stadt wirkt ansprechender.","Zusammengelegt mit TOPs 1, 6, 7 und 10",,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Hunde-Kotbeutel,"Der Rat möge beschließen, dass mehr Hunde-Kotbeutel an Straßen oder Waldwegen angeboten werden, vor allem am Schützenplatz in Rethen.","Da der Kot von Hunden häufig nicht weggeräumt wird, wenn keine Kotbeutelstationen in der Nähe sind, ist es wichtig, an Ständern in der Nähe von Mülleimern welche anzubringen. Der Schmutz und Gestank wäre so beseitigt.","Zusammengelegt mit Tops 1, 5, 7 und 10",,,,,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Mehr Grünfläche/Wiesen,"Der Rat möge beschließen, dass mehr Geld für Grünflächen und Wiesen in der Stadt Laatzen investiert wird.","Ich stelle diesen Antrag, damit es mehr Freiraum für Wildtiere wie zum Beispiel Eichhörnchen oder Füchse gibt, außerdem für mehr Spielraum für Kinder zum Spielen oder zum Picknicken.","Zusammengelegt mit Tops 1, 5, 6 und 10",,,,,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Begrünung von öffentlichen Flachdächern,"Der Rat möge beschließen, dass alle öffentlichen Flachdächer begrünt werden sollen. Es sollten verschiedene Pflanzen, unteranderem auch Wildblumen sein.",Dies würde für Wildbienen/Schmetterlinge/etc. ein erheblicher Vorteil sein und der großen Artenvielfalt beim Erhalten helfen. Dies ist ein wichtiger Faktor für den Klimaschutz.,"Es soll auch Zuschüsse für Privatpersonen geben, wenn diese ihre Flachdächer begrünen.",,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Ort für Stadttauben,"Der Rat möge beschließen, dass es einen sicheren Ort für Stadttauben geben soll, wo es Futter und Rückzugsorte für sie gibt.","Tauben werden sehr oft angegriffen und belästigt. Außerdem fressen sie den Müll, der auf großen Plätzen rumliegt.",Antrag zurückgezogen,,,,zurückgezogen,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Mehr Aschenbecher für Zigaretten,"Der Rat möge beschließen, dass mehr Aschenbecher aufgestellt werden.","Man sollte das Geld in mehr Aschenbecher investieren, weil die meisten Reste von Zigaretten irgendwo in Parks oder sogar auf Spielplätzen liegen. Deswegen stelle ich den Antrag für mehr Aschenbecher, damit die Umwelt sauberer bleibt.","Zusammengelegt mit Tops 1, 5, 6 und 7.",,,,,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Bessere Planung öffentliche Verkehrsmittel,"Der Rat möge beschließen, dass man die Planungen der Öffis besser bestimmt und dass die Fahrkartenautomaten wieder Bargeld nehmen.","Die meisten Busse, die in die näheliegenden Dörfer fahren, haben einen sehr großen Zeitunterschied zwischen den Bussen. Die Menschen die in diesen Dörfern leben, müssen dann sehr lange auf den nächsten warten, da sie einen verpasst haben. Manche Menschen besitzen keine Kreditkarte oder haben nur Bargeld. Da alle Fahrhartenautomaten in Laatzen nur Karte annehmen, können bspw. Kinder keine Tickets alleine kaufen.",Antrag zurückgezogen,,,,zurückgezogen,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Spazierparks/Wälder,"Der Rat möge beschließen, dass mehr Spazierparks in Laatzen erbaut werden.","Diese Spazierplätze wären z.B. etwas gutes für uns Jugendliche oder Bürger, die es mögen, zu spazieren oder einfach mal ein bisschen abschalten wollen. Außerdem wäre der Spazierpark ein weiterer schöner und sicherer Aufenthaltsort für die Bürger von Laatzen.",,,,,ja,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Umwelt,Solarbänke mit Handyladestation,"Der Rat möge beschließen, dass mehr Solarbänke mit Handy-Ladestationen angebracht werden, z.B. in der Nähe vom Leine-Center oder in der Nähe unserer Schule.","Die Solarbänke wären sehr praktisch, weil es gut für die Umwelt wäre und wenn dann mal das Handy ausgeht, könnte man sich gemütlich hinsetzen und warten, bis es angeht.",,,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Vermehrung von Altenheimen,"Der Rat möge beschließen, dass es in Zukunft mehr Altersheime geben sollte.","Die Gründe für die Vermehrung der Altersheime sind, dass auch ältere Menschen sich nochmal ein letztes Mal ausruhen können und nochmal ihr Leben normal genießen, ohne sich bei irgendwelchen Sachen sich anstrengen zu müssen.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Freizeitbeschäftigung,"Der Rat möge beschließen, dass es mehr Freizeitbeschäftigungen geben soll.","Laatzen kann langweilig werden, wenn es zu wenig Beschäftigung gibt.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Straßenlaternen,"Der Rat möge beschließen, dass es mehr Straßenlaternen gibt, z. B. in der Mannheimer Str., Kielerstraße in Rethen und im Querweg zwischen Stettliner Straße und Gubenerweg.",Die Laternen sollen ein Gefühl der Sicherheit mit klarer Sicht in der Dunkelheit geben.,,,,,ja,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Mehr Sicherheit in den Öffis,"Der Rat möge beschließen, dass in den Öffis oft bis immer ein Sicherheitsteam für Ordnung sorgt.","Wir stellen diesen Antrag, um die Sicherheit in den Öffis zu verbessern, deswegen wollen wir, dass in den Öffis oft bis immer ein Sicherheitsteam vorhanden ist. In den Öffis können viele Streitereien ausbrechen, da jeder einsteigen kann, um dies zu verhindern, brauchen wir ein Sicherheitsteam.",Der Rat soll dies der Üstra als Empfehlung weitergeben.,,,,nein,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Sportplätze sanieren und pflegen,"Der Rat möge beschließen, dass die Sportplätze besser gepflegt werden oder ggf. neue gebaut werden und auch öffentlich gemacht werden sollen.","Es ist wichtig, da jeder Mensch ein Recht auf Sport und Bewegung hat und durch eine Sanierung zudem auf einem ordentlichen, gepflegten Sportplatz seine Hobbys ausüben kann. Wenn die Sportplätze auch öffentlich wären, könnten einerseits auch Personen Sport treiben, die sich einen Eintritt in den Sportverein finanziell nicht leisten können. Oder auch Personen, die zwar im Sportverein gemeldet sind, aber z.B. ein Training verpasst haben, könnten dieses mit ihren Freunden nachholen.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Stadtfeste,"Der Rat möge beschließen, dass Laatzen neue Stadtfeste bekommen soll wie einen Weihnachtsmarkt mit Essen & Trinken, Kerzen gießen, handgemachten Dingen zum verschenken - auf dem Vorplatz des Leine Centers in Laatzen in der Vorweihnachtszeit vom beispielsweise 1.12 - 7.12. und weitere Feste wie ein großes Osterfeuer ebenfalls vor Ort um Ostern herum, z.B. den 28.3. Auch für andere Religionen wäre ein Fest wie das Zuckerfest als Feierlichkeit schön. Dies könnte mit Essen/Trinken, vielen Süßigkeiten und Musik gefeiert werden. Für alle Feste eignet sich wie erwähnt der Vorplatz beim Leine Center, aber auch der örtliche Marktplatz beim Stadthaus oder eine unbefahrene Straße. Alle diese Feste sollten in der Zeit des Feiertages stattfinden, jedoch ist der Tag des Zuckerfestes jedes Jahr verschoben, was bei der Planung beachtet werden muss.","Feste stärken die Gemeinschaft und bringen Stimmung auf. Zusätzlich würde es dem Leine Center zu Gute kommen, da ein kurzer Einkauf nach dem Fest nicht selten vorkommen wird, sowie den Kleinständen, die auf dem Fest verkaufen. Ein Fest bedeutet Spaß für die ganze Familie und ist ein Reiz, um Laatzen zu besuchen.",,,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Mehr Flöhmärkte in Laatzen,"Der Rat möge beschließen, dass es mehr Flohmärkte in Laatzen geben solle, da es eher in Hannover Flohmärkte gibt.","Es sollte mehr Flohmärkte in Laatzen geben, da es nahezu nie in Laatzen Flohmärkte gibt. Das bedeutet, man müsste entweder immer nach Hannover fahren, was mit dem Auto nicht gerade umweltfreundlich ist und wenn ich mit der Bahn fahren würde, müsste ich immer Geld für eine Fahrkarte ausgeben. Die andere Möglichkeit wäre Online bei Ebay-Kleinanzeigen oder Vintage, bei denen man Versandkosten zahlen müsse und ungefähr eine Woche warten muss. Außerdem ist die Post nicht ganz umweltfreundlich, was schlecht wäre.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Einrichtungen sollten behinderten- und rollstuhlfahrerfreundlich gestaltet werden.,"Der Rat möge beschließen, dass alle Einrichtungen und Gebäude behinderten- und rollstuhlfahrerfreundlich gestaltet werden.","Wir würden dies gern beantragen, da es bei manchen Gebäuden nur Treppen und keine Rampen gibt. Rollstuhlfahrer können diese Gebäude deshalb nicht gut erreichen und alleine kommen sie die Treppen nicht hoch. Wenn z.B. jemand versuchen würde, den Rollstuhlfahrer die Treppe hochzuhelfen, könnte dies auch zu Unfällen führen, die man mit Rampen vermeiden könnte.","Streichen ""rollstuhlfahrergerecht""",,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Öffentlichen Toiletten,"Der Rat möge beschließen, dass es öffentlichen Toiletten in Laatzen geben soll.","Es sollten öffentlichen Toiletten geben, da es eine gute Möglichkeit ist, auf Klo zu gehen, wenn man draußen ist und nicht in die Büsche machen muss.",Antrag zurückgezogen,,,,zurückgezogen,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Mehr Sportplätze,"Der Rat möge beschließen, dass mehr Sportplätze in Laatzen eröffnet werden.","Ich stelle diesen Antrag, da es weniger Sportplätze, aber dafür viel mehr Sportvereine gibt. Diese Sportvereine benötigen jedoch viel mehr Räumlichkeit für ihre Trainingseinheiten. Außerdem könnte man die Trainingseinheiten bei angenehmen Wetter draußen auf den Sportplätzen führen. Nach Abfrage von Volleyballspieler/innen würden sie sich in ihrer Freizeit treffen, um ihre Hobby(-s) auszuführen.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Mehr Aktivitäten für BMX und Mountainbiker,"Der Rat möge beschließen, dass mehr Bikeparks für BMX und Mountainbikefahrer gebaut werden, z.B. Pumptracks, Downhillparks.","Das Biken ist nicht weit verbreitet, weswegen es nicht viele Möglichkeiten gibt, dem Hobby als Jugendlicher nachzugehen. Die meisten Bikeparks sind weit entfernt und würde man hier einen guten Bikepark oder eine große Pumptrack eröffnen, würde das nicht nur Leute der Region anziehen, sondern auch der Jugend stark helfen.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Jugendtreffpunkte,"Der Rat möge beschließen, dass Treffpunkte für Jugendliche eröffnet werden. Als Treffpunkt wünschen wir uns ein Jugend-Café oder ein Foto-Museum (wo man Fotos machen kann). Da es schon ein Jugendzentrum gibt, muss nicht extra ein neues gebaut werden. Da dort aber auch Jüngere sind, könnte man zwei Tage festlegen, wo zB. nur Jugendliche im Alter ab 13 rein dürfen.","Es ist wichtig, dass Jugendliche auch einmal unter Gleichaltrigen in einem geschützten Bereich sind. Wenn etwas in der Art eröffnet wird, können sie in Ruhe unter sich sein und sind trotzdem betreut ohne Rücksicht auf Jüngere nehmen zu müssen.",,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",Mehr Freizeitaktivitäten,"Der Rat möge beschließen, dass es mehr Möglichkeiten für Aktivitäten gibt, die man in seiner Freizeit unternehmen kann.","Wir stellen diesen Antrag, weil wir es wichtig finden, dass man mehr in seiner Freizeit unternehmen kann und nicht die ganze Zeit am Handy ist. Außerdem finden wir es wichtig ist, dass man was erleben kann. Dazu sind sportliche Aktivitäten sehr wichtig für die Gesundheit.",,,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,"Soziales, Kultur, Sport",ÖPNV verbessern,"Der Rat möge beschließen , dass die Busse regelmäßige Fahrzeiten haben und zum Beispiel alle 30 Minuten fahren. Außerdem ist der Bahnsteig bei der Haltestelle Park der Sinne viel zu niedrig und es wird sich ein hoher Bahnsteig gewünscht. Die Jugendnetzkarte sollte von 15 Euro zu 10 Euro günstiger gemacht werden.",,,,,,nein,,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Bildung,Schulprojekte,"Der Rat möge beschließen, dass den Schüler/innen mehr Schulprojekte/ausflüge angeboten werden (z.B. Schüleraustausch, Klassenfahrten europaweit, Spendenaktionen für Tierheime, Flüchtlinge usw., AG Vielfalt).","Ich stelle diesen Antrag, um mehr Abwechslung für Schüler/innen zu schaffen und ihre Interessen zu fördern.",Der Rat stellt Geld für Austauschprojekte der Schulen mit geeigneten Partnerstädten zur Verfügung.,,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
Laatzen,2023,Pimp Your Town!,Bildung,Mehr Bildungsmöglichkeiten,"Der Rat möge beschließen, dass mehr Förderschulen, Kunstschulen, Musikschulen, (Nachhilfe)-Schulen, gebaut/ eingerichtet werden.","Heutzutage gibt es mehr Menschen, die keine Bildung haben oder damit Schwierigkeiten haben, da sie entweder keine deutschen Sprachfähigkeiten haben und/oder erst in diese Stadt gekommen sind. Die kreativen Schulen sollen die Kreativität der Menschen fördern. In Laatzen gibt es so etwas nicht oder es gibt davon zu wenige, da die meisten in Hannover liegen und da manche auch keine Möglichkeit haben, nach Hannover zu gelangen.",Schulen sollen mehr Werbung machen.,,,,ja,ja,03241009,42675,SPD,Gesamtschule,Niedersachsen,,urban,,,
